168,0.285460033
167,0.263872914
166,0.225692522
155,0.20287818
165,0.195997887
153,0.187946215
131,0.186670613
151,0.177228302
129,0.176681592
164,0.17389864
109,0.172468664
149,0.169185772
127,0.169056998
154,0.167887332
107,0.16581382
89,0.165782109
163,0.15805611
130,0.151479027
152,0.151067566
147,0.14981561
125,0.148730653
71,0.148543789
162,0.147220152
87,0.145985537
105,0.14588089
145,0.144039264
139,0.140734691
128,0.139899044
143,0.138983013
137,0.138856475
150,0.138567167
161,0.138245427
108,0.137093258
135,0.13642808
123,0.13610883
69,0.135646314
141,0.135560482
55,0.134298687
133,0.132797963
85,0.132486228
103,0.132286622
121,0.13220079
160,0.131962053
126,0.131077042
88,0.130871872
106,0.129270304
148,0.129174978
119,0.128778771
41,0.127879135
117,0.125952369
53,0.125654641
159,0.125422634
115,0.124085523
29,0.123694292
67,0.123413486
158,0.122884689
113,0.122253504
157,0.121387134
101,0.121258423
111,0.120970698
83,0.120905613
156,0.120648672
19,0.120101344
39,0.12005321
99,0.118175836
11,0.117554079
27,0.115952217
97,0.115841764
51,0.114759889
95,0.113992928
70,0.113621589
65,0.112748394
93,0.112122767
17,0.111564177
81,0.110795727
91,0.110490572
9,0.109655353
37,0.10950379
86,0.109147445
124,0.108921951
79,0.108214182
146,0.10788119
104,0.106897573
77,0.105962668
25,0.105359946
5,0.105258654
75,0.104510583
49,0.104032118
63,0.103473354
73,0.103230753
15,0.101777906
61,0.10107383
144,0.101068455
59,0.099618824
68,0.099477308
7,0.099172164
35,0.099052632
54,0.098907405
138,0.097997015
57,0.097982767
3,0.096976567
142,0.096089563
136,0.095355379
47,0.095125013
23,0.095096407
122,0.094963847
84,0.094654496
45,0.093318521
40,0.092993729
1,0.092594624
102,0.092577376
134,0.09246982
140,0.092348493
43,0.091877605
13,0.091439966
33,0.089969594
120,0.089951812
52,0.089143038
28,0.088706301
132,0.088681943
31,0.088487715
66,0.086205002
118,0.086078142
21,0.085862739
18,0.085112017
38,0.083826483
116,0.083344923
10,0.083084357
82,0.081581029
114,0.080987341
100,0.080502741
26,0.080000796
112,0.079111693
50,0.077610579
110,0.077413591
98,0.076914843
16,0.076634584
8,0.074452155
96,0.074399104
64,0.074171534
36,0.072938515
94,0.072191131
80,0.070880174
92,0.070291232
4,0.069613721
24,0.069150535
90,0.06858798
78,0.068154306
48,0.06640372
76,0.066099846
14,0.065867477
74,0.064209948
62,0.064113746
6,0.063944857
72,0.062608717
60,0.061910977
34,0.061848815
2,0.061400439
58,0.06014908
56,0.058640449
22,0.058193771
0,0.056717506
46,0.056692311
12,0.054833388
44,0.054491918
42,0.053106407
32,0.052185491
30,0.050529885
20,0.048957355
